CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
EOSC,598,3.0,3.0,,M.ENG. GRAD PAPR,M.Eng. Graduating Paper,,2000W,,,UBC,G,PCNT,ACAD,,,,,, 01/19/2000, 01/19/2000,2018W
EOSC,599,6.0,12.0,d,MASC THESIS,Thesis,For M.A.Sc.,2003W,,,UBC,G,PASS,ACAD,,,,,, 01/30/2004, 01/30/2004,2018W
EOSC,649,0,0,,DOC DISSERTATION,Doctoral Dissertation,,2009W,,,UBC,G,PASS,ACAD,,,,,, 04/10/2009, 04/10/2009,2018W
EOSC,699,0,0,,DOC DISSERTATION,Doctoral Dissertation,For Ph.D. (Engineering).,2007W,,,UBC,G,PASS,ACAD,,,,,, 05/10/2007, 05/10/2007,2018W
EPSE,303,3.0,3.0,,TCH'G HGHLY ABLE,Teaching Highly Able Learners,Identification and appraisal of developmental and educational needs of highly able learners.,1997W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 02/25/1997, 04/16/1997,2018W
EPSE,308,3.0,3.0,,HUM DVEL LRN DIV,"Human Development, Learning, and Diversity",Pass/Fail.,2014S,,,UBC,U,PASS,ACAD,,,,,, 11/12/2013, 11/21/2013,2018W
EPSE,310,2.0,3.0,d,ASMNT&LRN IN CLS,Assessment and Learning in the Classroom,Pass/Fail.,2012W,,,UBC,U,PASS,ACAD,,,,,, 01/11/2012, 01/19/2012,2018W
EPSE,311,1.0,1.0,,CULTVNG SUPP ENV,Cultivating Supportive School and Classroom Environments,Pass/Fail.,2011W,,,UBC,U,PASS,ACAD,,,,,, 03/11/2011, 05/18/2011,2018W
EPSE,312,3.0,3.0,,INTRO EXCP CHILD,Introduction to the Study of Exceptional Children,"An examination of all groups of exceptional children in terms of definition, incidence, characteristics, diagnosis and treatment. Prerequisite to most other courses in Special Education. Can be taken concurrently with several other introductory courses in Special Education.",1991S,,[3-0],UBC,U,PCNT,ACAD,,,,,, 12/01/1989, 01/17/1990,2018W
EPSE,316,3.0,3.0,,LRN'G DISABLTIES,Learning Disabilities,"Identification, assessment and needs of children with learning disabilities.",1996W,,[3-0-0],UBC,U,PCNT,ACAD,"one of EPSE312, EPSE317",,,,, 10/16/1995, 12/13/1995,2018W
EPSE,317,3.0,3.0,,DEV&EX REG CLASS,Development and Exceptionality in the Regular Classroom,"The teacher's role in dealing with major developmental and special educational issues and problems within the regular classroom program, including working with supportive services, parents, and communities. Designated sections will focus on early childhood, middle childhood or adolescence. Pass/Fail.",2015W,,[3-0-0],UBC,U,PASS,ACAD,,,,,, 03/19/2015, 03/31/2015,2018W
EPSE,320,3.0,3.0,,INCL BL VIS-IMP,Classroom Inclusion of Students who are Blind and Visually Impaired,"Inclusion issues of students with visual impairments in general education classrooms; information about visual impairment, classroom adaptations and accommodations, and application of Universal Design. Appropriate for education majors and classroom teachers.",2011W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 05/11/2011, 05/25/2011,2018W
EPSE,348,3.0,3.0,,Fam Prac Ch Spec,Family-Centred Practice for Children with Special Needs,,2000W,,,UBC,U,PCNT,ACAD,,,,,, 01/22/2001, 01/22/2001,2018W
EPSE,390,3.0,6.0,d,SELECTED TOPICS,Special Topics,"A study of innovative practices, ideas, and theories in special education. The specific topics may change yearly to reflect changing priorities and interests in special education, and the specific interest and competencies of visiting and regular faculty.",1993W,,[3-0],UBC,U,PCNT,ACAD,"one of EPSE312, EPSE317  (Permission of the instructor is required.)",,,,, 10/19/1992, 12/04/1992,2018W
EPSE,403,3.0,3.0,,ED ST DVL DS INC,Education of Students with Developmental Disabilities in Inclusive Settings,,2003W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,406,3.0,3.0,,TYP ATYP INF/CH,Typical and Atypical Development in Infants and Children,,2000W,,,UBC,U,PCNT,ACAD,,,,,, 01/22/2001, 01/22/2001,2018W
EPSE,408,3.0,3.0,,ED PRG HGHLY ABL,Educational Programming for Highly Able Learners,Planning elementary and secondary level programs for highly able learners.,2003W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,411,3.0,3.0,,AUGMT&ALT COMM,Augmentative and Alternative Communication for Individuals with Severe Speech and/or Physical Impairments,,2003W,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,421,3.0,3.0,,ASSESS LRN DIFFI,Assessment of Learning Difficulties,Theories of learning and instruction; principles and practices of diagnosis and assessment as these relate to students with relevant special needs.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 08/02/2007, 10/10/2007,2018W
EPSE,431,3.0,3.0,,PRG CHILD SP LRN,Programming for Children with Specific Learning Disabilities,Methods and programs for learning disabilities are reviewed. Practical experience in the development and execution of a remedial program is required.,1991S,,[3-0],UBC,U,PCNT,ACAD,EPSE316,,,,, 12/01/1989, 01/17/1990,2018W
EPSE,432,3.0,3.0,,CLASSROOM MGMT,Classroom Management,,1999S,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 10/27/1998, 12/16/1998,2018W
EPSE,436,3.0,3.0,,SURV BHVR DIS CH,Survey of Behaviour Disorders in Children and Adolescents,,2003W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,437,3.0,3.0,,INTRV CH&AD BH D,Interventions for Children and Adolescents with Behaviour Disorders,,2003W,,[3-0-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,449,3.0,3.0,,EDUC STDS AUTISM,Education of Students with Autism,,2003W,,[3-0],UBC,U,PCNT,ACAD,,,,,, 07/31/2003, 07/31/2003,2018W
EPSE,481,3.0,3.0,,INTRO RSRCH EDUC,Introduction to Research in Education,"The nature of scientific study and essentials of survey, experimental and other empirical research designs. Designed for students proceeding to graduate work.",2000W,,,UBC,U,PCNT,ACAD,EPSE482  (May also be taken as a corequisite.),,,,, 01/22/2001, 01/22/2001,2018W
EPSE,482,3.0,3.0,,INTR STAT RS EDU,Introduction to Statistics for Research in Education,Basic concepts and principles of descriptive and inferential statistics. Designed for students proceeding to graduate work involving quantitative methodology.,2018S,,[3-0],UBC,U,PCNT,ACAD," (Proficiency in modern high school algebra. Please consult the Faculty of Science Credit Exclusion Lists http://www.calendar.ubc.ca/vancouver/index.cfm?tree=12,215,410,414 before registering.)",,,,, 01/16/2018, 02/12/2018,2018W
EPSE,483,3.0,3.0,,READ&INTERPT RES,Reading and Interpreting Research in Education,"Introductory research methods course for students who wish to be critical readers rather than producers of educational research.  Develops skills for locating, understanding, interpreting and critiquing educational empirical research.  May not be used as a prerequisite to EPSE 592 or EPSE 596.",2018S,,[3-0],UBC,U,PCNT,ACAD," (Please consult the Faculty of Science Credit Exclusion Lists http://www.calendar.ubc.ca/vancouver/index.cfm?tree=12,215,410,414 before registering.)",,,,, 01/16/2018, 02/12/2018,2018W
EPSE,501,3.0,3.0,,"HN DEV, LRN, CUL","Seminar in Human Development, Learning and Culture",,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/09/2006, 11/09/2006,2018W
EPSE,505,3.0,3.0,,HN DEV: INF-ADLT,Foundations in Human Development: Infancy to Adulthood,,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/09/2006, 11/09/2006,2018W
EPSE,512,3.0,3.0,,CRIT SPEC ED,Critical Issues in Special Education,,2001W,,,UBC,G,PCNT,ACAD,,,,,,,,2018W
EPSE,515,3.0,6.0,d,BULD SUPP SCH BE,Building Supportive School and Community Environments to Prevent Problem Behaviour,Evidence-based primary and secondary prevention approaches and practices that aim to prevent the development of behaviour disorders in children and youth.,2018W,,,UBC,G,PCNT,ACAD,,,,,, 01/15/2018, 06/12/2018,2018W
EPSE,526,3.0,3.0,,SPECIFIC LRN DIS,Seminar in Specific Learning Disabilities,,2011W,,,UBC,G,PCNT,ACAD,,,,,, 03/22/2011, 05/12/2011,2018W
EPSE,528,3.0,3.0,,BASIC PRINC MEAS,Basic Principles of Measurement,,2009W,,,UBC,G,PCNT,ACAD,EPSE 482.,,,,, 09/18/2008, 02/05/2009,2018W
EPSE,531,3.0,3.0,,CURRIC AS&INTERV,Curriculum-Based Assessment and Intervention,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 05/10/2007, 06/25/2007,2018W
EPSE,537,3.0,3.0,,ORIENTN&MOBILITY,Programming in Orientation and Mobility,,2012S,,,UBC,G,PCNT,ACAD,,,,,, 11/16/2011, 03/14/2012,2018W
EPSE,543,3.0,3.0,,Stud wth vis imp,Working with Students with Visual Impairments: Elementary and Secondary Curriculum,,2001W,,,UBC,G,PCNT,ACAD,,,,,, 12/07/2000, 01/17/2001,2018W
EPSE,546,3.0,3.0,,ASSISTV TECHNOLG,Assistive Technology for Teachers of Students with Visual Impairments,Credit will be granted for only one of EPSE 415 or EPSE 546.,2015W,,,UBC,G,PCNT,ACAD,,,,,, 03/17/2015, 05/13/2015,2018W
EPSE,549,3.0,3.0,,SEM IN AUTISM,Seminar in Autism,,1999W,,,UBC,G,PCNT,ACAD,EPSE449,,,,, 11/30/1998, 01/20/1999,2018W
EPSE,553,3.0,3.0,,THY COGNT ASSESS,Theories of Cognitive and Affective Abilities,,2018S,,,UBC,G,PCNT,ACAD,,,,,, 05/03/2017, 09/19/2017,2018W
EPSE,561,1.0,12.0,c,LAB PRACTICUM,Laboratory Practicum,,2012S,,,UBC,G,PCNT,ACAD,,,,,, 03/27/2012, 04/13/2012,2018W
EPSE,565,3.0,6.0,d,SP CRSE: SUBJ FL,Special Course in Subject Matter Field,,1991S,,,UBC,G,PCNT,ACAD,,,,,, 12/01/1989, 01/17/1990,2018W
EPSE,569,3.0,3.0,,SOC-PSYCH FNDTNS,Social Psychological Foundations in Applied Psychology,,2007W,,,UBC,G,PCNT,ACAD,,,CNPS569,,, 05/10/2007, 06/25/2007,2018W
EPSE,574,3.0,3.0,,PRIN BEHAV ANLYS,Principles of Behaviour Analysis,,2013W,,,UBC,G,PCNT,ACAD,,,,,, 03/26/2013, 04/19/2013,2018W
EPSE,575,3.0,3.0,,INST MTHD CHALNG,Seminar in Instructional Methods for Persons with Significant Learning Challenges,,2013W,,,UBC,G,PCNT,ACAD,,,,,, 03/26/2013, 04/19/2013,2018W
EPSE,576,3.0,3.0,,ASMT&BEH SUPPORT,Assessment and Positive Behaviour Support in School and Community Settings,,2013W,,,UBC,G,PCNT,ACAD,,,,,, 03/26/2013, 04/19/2013,2018W
EPSE,577,3.0,3.0,,ASMT&BEH SUPRT 2,Seminar in Assessment and Positive Behaviour Support in School and Community Settings,,2013W,,,UBC,G,PCNT,ACAD,EPSE 576.,,,,, 03/26/2013, 04/19/2013,2018W
EPSE,580,3.0,12.0,d,INV&RPT PROBS ED,Investigation and Report of a Problem in Education,,1995W,,,UBC,G,PCNT,ACAD,,,,,, 11/10/1994, 11/10/1994,2018W
EPSE,581,3.0,12.0,d,SPCL TPCS MERM,"Special Topics in Measurement, Evaluation, and Research Methodology",,2012W,,,UBC,G,PCNT,ACAD, (Courses appropriate to a specific special topic may be required.),,,,, 11/22/2011, 12/16/2011,2018W
EPSE,584,3.0,3.0,,MOTIVATION EDUC,Motivation in Education,,2009W,,,UBC,G,PCNT,ACAD,,,,,, 09/18/2008, 02/05/2009,2018W
EPSE,585,3.0,3.0,,SOCI-EMO DEV EDU,Social and Emotional Development in Education,,2006W,,,UBC,G,PCNT,ACAD,EPSE505,,,,, 11/09/2006, 11/09/2006,2018W
EPSE,589,3.0,9.0,d,INTERN SCH PSYCH,Master's Internship in School Psychology,Pass/Fail.,2013W,,,UBC,G,PASS,ACAD, (Restricted to students in the School Psychology Master's Program.),,,,, 05/28/2013, 06/14/2013,2018W
EPSE,590,3.0,3.0,,GRADUATING PAPER,Graduating Paper/Seminar,Pass/Fail.,1995W,,,UBC,G,PASS,ACAD,,,,,, 01/20/1995, 01/20/1995,2018W
EPSE,591,3.0,3.0,,THRY&PRC PRG EVL,Theory and Practice of Program Evaluation,,2009W,,,UBC,G,PCNT,ACAD,,,,,, 09/05/2008, 02/05/2009,2018W
EPSE,592,3.0,3.0,,EXP DES ANL ED,Experimental Designs and Analysis in Educational Research,,2008W,,,UBC,G,PCNT,ACAD,EPSE482  (EPSE 483 may not be used as a prerequisite to EPSE 592.),,,,, 01/31/2008, 01/31/2008,2018W
EPSE,593,3.0,3.0,,DSGN&ANL SMP&SUB,Design and Analysis of Research with Small Samples and Single Subjects,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
EPSE,594,3.0,3.0,,MT-ANL QNT RS SY,Meta-Analysis: Quantitative Research Synthesis,,2012W,,,UBC,G,PCNT,ACAD,"One of EPSE 592, EPSE 596.",,,,, 11/22/2011, 12/16/2011,2018W
EPSE,595,3.0,3.0,,QLT RSRCH MTHD,Qualitative Research Methods,,2010S,,,UBC,G,PCNT,ACAD,,,,,, 01/26/2010, 03/18/2010,2018W
EPSE,596,3.0,3.0,,COR DES ED RES,Correlational Designs and Analysis in Educational Research,,2012S,,,UBC,G,PCNT,ACAD,EPSE 482. (EPSE 483 may not be used as a prerequisite.),,,,, 11/24/2009, 10/28/2011,2018W
EPSE,597,3.0,3.0,,EQ MOD & FCT ANL,Structural Equation Modeling and Factor Analysis,,2012W,,,UBC,G,PCNT,ACAD,EPSE596,,,,, 11/22/2011, 12/16/2011,2018W
EPSE,598,3.0,12.0,d,FIELD EXPERIENCE,Field Experiences,Pass/Fail.,1995W,,,UBC,G,PASS,ACAD,,,,,, 04/19/1995, 04/19/1995,2018W
EPSE,599,6.0,6.0,,MASTER'S THESIS,Master's Thesis,,2004S,,,UBC,G,HPF,ACAD,,,,,, 03/19/2004, 05/11/2004,2018W
EPSE,604,3.0,6.0,d,ADV TPCS HMN DEV,"Advanced Topics in Human Development, Learning, and Culture",,2006W,,,UBC,G,PCNT,ACAD,,,,,, 11/09/2006, 11/09/2006,2018W
EPSE,606,3.0,3.0,,COLL&UNI TEACHNG,College and University Teaching,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 06/13/2007, 06/13/2007,2018W
EPSE,681,3.0,12.0,d,ADV TOPCS MERM,"Advanced Topics in Measurement, Evaluation, and Research",,2012W,,,UBC,G,PCNT,ACAD, (Courses appropriate to a specific advanced topic may be required.),,,,, 11/22/2011, 12/16/2011,2018W
EPSE,683,3.0,3.0,,HIER LIN MODELNG,"Hierarchical Linear Modeling, Growth and Change",,2008W,,,UBC,G,PCNT,ACAD,"All of EPSE 528, EPSE 592, EPSE 596.",,,,, 11/22/2006, 05/02/2008,2018W
EPSE,687,3.0,12.0,d,SCH CNS PSY PRAC,Doctoral Practicum In School or Counselling Psychology,Pass/Fail,2010W,,,UBC,G,PASS,ACAD, (Admission to the School Psychology or Counselling Psychology Ph.D. Program.),,,,, 04/07/2009, 02/04/2010,2018W
EPSE,688,3.0,6.0,d,SUPERV SCH PSYCH,Supervision of School Psychology Practice,Instruction and practice in the supervision of school psychology.,2007S,,,UBC,G,PASS,ACAD, (Restricted to students in the School Psychology Ph.D. Program.),,,,, 05/10/2007, 06/25/2007,2018W
EPSE,689,3.0,9.0,d,INTERN SCH PSYCH,Pre-Doctoral Internship in School Psychology,Pass/Fail.,2013W,,,UBC,G,PASS,ACAD, (Restricted to students in the School Psychology Ph.D. Program.),,,,, 05/28/2013, 06/14/2013,2018W
EPSE,699,0,0,,DOC DISSERTATION,Doctoral Dissertation,Pass/Fail.,2007W,,,UBC,G,PASS,ACAD,,,,,, 05/10/2007, 05/10/2007,2018W
ETEC,500,3.0,3.0,,RES METH EDUC,Research Methodology in Education,,2002W,,,UBC,G,PCNT,ACAD,,,,Same as EDUC 500.,, 04/12/2002, 05/15/2002,2018W
ETEC,510,3.0,3.0,,DES TECH,Design of Technology- Supported Learning Environments,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,511,3.0,3.0,,FOUND ED TECH,Foundations of Educational Technology,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,512,3.0,3.0,,APPL LEAR THEOR,Applications of Learning Theories to the Analysis of Instructional Settings,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,520,3.0,3.0,,PLAN MAN LEARN,Planning and Managing Learning Technologies in Higher Education,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,521,3.0,3.0,,"INDIG, TECH&ED","Indigeneity, Technology, and Education",,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,522,3.0,3.0,,VENTR LEARN TECH,Ventures in Learning Technology,,2008W,,,UBC,G,PCNT,ACAD,,,,,, 01/31/2008, 01/31/2008,2018W
ETEC,523,3.0,3.0,,MBLE & OPEN EDUC,Mobile & Open Education,Experiential immersion in the proven and emerging educational potentials of mobile technologies and open learning. Theory and strategy of mobile and open education through collective critical analysis of trending knowledge.,2018S,,,UBC,G,PCNT,ACAD,,,,,, 09/18/2017, 04/18/2018,2018W
ETEC,524,3.0,3.0,,LEARNING TCHNLGY,"Learning Technologies: Selection, Design, and Application","Theoretical frameworks to assist educators in evaluating, selecting, and using various learning technologies. Hands-on experience using a range of learning technologies and platforms, including learning and content management systems and multimedia and social media tools.",2018S,,,UBC,G,PCNT,ACAD,,,,,, 09/18/2017, 04/18/2018,2018W
ETEC,530,3.0,3.0,,CONSTR STRAT,Constructivism Strategies for E-Learning,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,531,3.0,3.0,,CURRIC ISSU,Curriculum Issues in Cultural and New Media Studies,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,532,3.0,3.0,,TECH ARTS HUM,Technology in the Arts and the Humanities Classroom,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,533,3.0,3.0,,TECH MATH SCI,Technology in the Mathematics and Science Classroom,,2002S,,,UBC,G,PCNT,ACAD,,,,,, 10/25/2001, 01/23/2002,2018W
ETEC,565,3.0,12.0,d,SC SUB MAT FIELD,Special Course in Subject Matter Field,,2016W,,,UBC,G,PCNT,ACAD,,,,,, 04/26/2016, 06/10/2016,2018W
ETEC,580,3.0,12.0,c,PROBLEMS IN EDUC,Problems in Education,,2004W,,,UBC,G,PCNT,ACAD,,,,,, 04/15/2005, 04/15/2005,2018W
ETEC,590,3.0,3.0,,GRAD PROJECT,Graduating Project,,2004W,,,UBC,G,PASS,ACAD,,,,,, 04/15/2005, 04/15/2005,2018W
EXCH,101,0,0,,CUSAP EXCHANGE,,,2001W,,,UBC,U,PASS,ACAD,,,,,, 12/19/1995, 12/19/1995,2018W
EXCH,370,0,0,,LAW EXCHANGE,"Student Exchange Program, Law",,2002W,,,UBC,U,PASS,ACAD,,,,,, 08/06/2002, 08/06/2002,2018W
EXCH,371,0,0,,COMMERCE EXCHG,"Student Exchange, Commerce",,2002W,,,UBC,U,PASS,ACAD," (second-, third-, or fourth-year standing.)",,,,, 08/06/2002, 08/06/2002,2018W
EXCH,372,0,0,,PHARMACY EXCHG,"Student Exchange Program, Pharmacy",,2002W,,,UBC,U,PASS,ACAD,,,,,, 08/06/2002, 08/06/2002,2018W
EXCH,373,0,0,,APSCI EXCHG,Applied Science Exchange,For B.A.Sc. students on exchange.,2003S,,,UBC,U,PCNT,ACAD,,,,,, 03/06/2003, 03/06/2003,2018W
EXCH,375,0,0,,EDUCATION EXCH,"Student Exchange Program, Education",,2002S,,,UBC,U,PASS,ACAD," (for BEDN, DEDU, BEDS, BEDE, BEDM.)",,,,, 08/06/2002, 08/06/2002,2018W
EXCH,380,0,0,,SEP UGRAD,"Student Exchange Program, Undergraduate",,2002W,,,UBC,U,PASS,ACAD,,,,,, 08/06/2002, 08/06/2002,2018W
EXCH,383,0,0,,STDY ABROAD PROG,Study Abroad Program,,2017W,,,UBC,U,PCNT,ACAD,,,,,, 09/12/2017, 10/19/2017,2018W
EXCH,400,0,0,d,COMM EXCHANGE,Commerce Exchange,Please register in EXCH 400 if you are an undergraduate domestic student participating in a Commerce-specific exchange. Please ensure that you register for the appropriate term.,2004W,,,UBC,U,PASS,ACAD,,,,,, 02/23/2004, 02/23/2004,2018W
EXCH,401,0,0,,COMM EXCHANGE,Commerce Exchange,"Please register in EXCH 401 if you are an undergraduate domestic student participating in a Commerce-specific exchange to Lancaster University, UK. Please ensure that you register for the appropriate term.",2004W,,,UBC,U,PASS,ACAD,,,,,, 02/23/2004, 02/23/2004,2018W
EXCH,402,0,0,d,COMM EXCHANGE,Commerce Exchange,Please register in EXCH 402 if you are an undergraduate international student participating in a Commerce-specific exchange. Please ensure that you register for the appropriate term.,2003W,,,UBC,U,PASS,ACAD,,,,,, 02/23/2004, 02/23/2004,2018W
EXCH,499,0,30.0,d,EXCH INTERNSHIP,Exchange Internship,Please register in EXCH 499 if you are an undergraduate student participating in an Exchange Internship program. Please ensure that you register for the appropriate term.,2004W,,,UBC,U,PASS,ACAD,,,,,, 02/23/2004, 02/23/2004,2018W
EXCH,580,0,0,,SEP GRAD,"Student Exchange Program, Graduate",,2002W,,,UBC,G,PASS,ACAD,,,,,, 08/06/2002, 08/06/2002,2018W
EXCH,581,0,0,,GRAD STUDY ABRD,Graduate Study Abroad Program,,2005S,,,UBC,G,PASS,ACAD,,,,,, 04/25/2005, 04/25/2005,2018W
EXGR,560,0,0,,EXCH GR RES,Student Exchange Graduate Research,,2003S,,,UBC,G,PCNT,ACAD,,,,,, 08/21/2003, 08/21/2003,2018W
FIPR,101,3.0,3.0,,INTR HST FLM PRD,Introduction to the History of Film Production,The history of film and film production by decade with a strong emphasis on filmmakers and advances in production technology.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 05/06/2014, 07/21/2014,2018W
FIPR,131,3.0,3.0,,INTRO SCREEN ACT,Introduction to Screen Acting,Fundamental techniques used to create emotionally engaged and narratively effective performances for film and digital media.,2016W,,,UBC,U,PCNT,ACAD,,,,,, 01/21/2016, 03/14/2016,2018W
FIPR,133,3.0,3.0,,INTRO FILM MEDIA,Introduction to Film and Media Production,"A hands-on introduction to Film and Multi/New Media production, focusing on fundamental techniques for creating effective presentations.",2016W,,,UBC,U,PCNT,ACAD,,,,,, 05/05/2016, 07/18/2016,2018W
FIPR,230,3.0,3.0,,INTR MTN PCT DIR,Introduction to Motion Picture Directing,The role and methods of the motion picture director.,2012W,,,UBC,U,PCNT,ACAD,,,,,, 10/11/2011, 12/14/2011,2018W
FIPR,233,3.0,3.0,,FLM MDIA PROD I,Film and Media Production I,"Camera operation, lighting, sounds, and editing for film and media production.",2016W,,,UBC,U,PCNT,ACAD,,,,,, 01/21/2016, 03/14/2016,2018W
FIPR,234,3.0,3.0,,PLAN&PROF PRACTC,Production Planning and Professional Practices,Planning of film productions from concept to completion.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 10/14/2007, 04/16/2008,2018W
FIPR,235,3.0,3.0,,IMAGE CONCEPTS,Image Concepts for Filmmakers,The theory and practice involved in creating images for film and media.,2016W,,,UBC,U,PCNT,ACAD,,,,,, 01/21/2016, 03/14/2016,2018W
FIPR,269,3.0,6.0,d,TOPICS FLM PROD,Special Topics in Film Production,A topic of current interest in film production.  Topic will change from year to year.,2010W,,,UBC,U,PCNT,ACAD,,,,,, 10/12/2010, 12/15/2010,2018W
FIPR,299,3.0,3.0,,DS: ON-CAMP RES,Directed Studies: On-Campus Research,On-campus film production field research. Based on film project work on campus productions. Restricted to Film Production students except with permission. Contact department.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 10/14/2007, 04/16/2008,2018W
FIPR,330,3.0,3.0,,INT DIRECTING,Intermediate Motion Picture Directing,,2012S,,,UBC,U,PCNT,ACAD,FIPR 230.,,,,, 10/11/2011, 11/04/2011,2018W
FIPR,333,9.0,9.0,,FLM MDIA PROD II,Film and Media Production II,"Intermediate film and media production. Open only to students in the Film Production BFA Program. Students who have not already completed FIPR 337, FIPR 338 must complete them at the same time as FIPR 333.",2016W,,,UBC,U,PCNT,ACAD,FIPR 233.,"All of FIPR 337, FIPR 338.",FILM333,,, 01/21/2016, 03/14/2016,2018W
FIPR,337,3.0,3.0,,CINMTGRY&LIGHT I,Cinematography and Lighting I,Introductory cinematography and lighting techniques and aesthetics for 16mm film and digital media.,2016W,,,UBC,U,PCNT,ACAD,,,,,, 01/21/2016, 03/14/2016,2018W
FIPR,338,3.0,3.0,,MOTN PICTR SOUND,Motion Picture Sound,An introduction to the technique and aesthetics of creating production and post-production sound for film and media.,2016W,,,UBC,U,PCNT,ACAD,,,,,, 01/21/2016, 03/14/2016,2018W
FIPR,339,3.0,3.0,,POST-PROD TEC I,Post-Production Techniques I,Open only to students in the Film Production BFA Program.,2006W,,,UBC,U,PCNT,ACAD,,,FILM339,,, 11/10/2005, 04/27/2006,2018W
FIPR,399,3.0,6.0,c,DS: OFF-CAMP RES,Directed Studies: Off-Campus Research,Off-campus film production field research. Based on film project work outside the university.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 10/14/2007, 04/16/2008,2018W
FIPR,433,9.0,9.0,,FLM MDIA PRD III,Film and Media Production III,Advanced film and media production.,2016W,,,UBC,U,PCNT,ACAD,"One of FIPR 333, FILM 333.",,FILM433,,, 01/21/2016, 03/14/2016,2018W
FIPR,434,3.0,6.0,d,PRODCING FILM&TV,Producing for Film and Television,The creative and business aspects of producing for film and television.,2010W,,,UBC,U,PCNT,ACAD,,,,,, 07/10/2009, 01/20/2010,2018W
FIPR,435,3.0,6.0,d,ALT CINEMA PROD,Alternative Cinema Production,"Experimental approaches to content, structure, technology and style in film and media production. Students who have not yet completed FIPR 233, 234, 337, 339, must complete them at the same time as FIPR 333.",2016W,,,UBC,U,PCNT,ACAD,,"All of FIPR 233, FIPR 234, FIPR 337, FIPR 339.",,,, 01/21/2016, 03/14/2016,2018W
FIPR,436,3.0,6.0,d,DOCMNTY DEV&PROD,Documentary Development and Production,"Documentary concept development, essential production techniques, and marketing.",2010W,,,UBC,U,PCNT,ACAD,,,,,, 07/10/2009, 01/20/2010,2018W
FIPR,437,3.0,3.0,,CINEMATOGRAPH II,Cinematography II,"Advanced camera operation, lighting, and shot design. Open only to students in the FILM BFA Program.",2006W,,,UBC,U,PCNT,ACAD,"One of FIPR 333, FILM 333.",,FILM437,,, 11/10/2005, 04/27/2006,2018W
FIPR,439,3.0,3.0,,POST-PROD TEC II,Post-Production Techniques II,Advanced instruction in motion picture and sound editing practice. Open only to students in FILM BFA Production Program.,2006W,,,UBC,U,PCNT,ACAD,"One of FIPR 333, FILM 333.",,FILM439,,, 11/10/2005, 04/27/2006,2018W
FIPR,469,3.0,12.0,d,SPECIAL PROJECTS,Special Projects,"Advanced film production, including interdisciplinary projects.",2007W,,,UBC,U,PCNT,ACAD,,,,,, 05/18/2007, 05/18/2007,2018W
