CRS_DPT_CD,CRS_NO,CRS_MIN_CDT,CRS_MAX_CDT,CRS_CREDITVARIABLE,CRS_SHORTTITLE,CRS_LONGTITLE,CRS_DESCRIPTION,CRS_STARTTERM,CRS_ENDTERM,CRS_CREDITVECTOR,ADMIN_CAMPUS_CD,CRS_LEVEL,CRS_GRADE_TYPE,CRS_CRSE_TYP_CD,Pre-requisites,Core-requisites,CRS_DUPLICATES,CRS_DUPLNOTE,CRS_CRSE_REF_CD,CRS_FACL_APPR_DT,CRS_SNTE_APPR_DT,SEC_SES
STAT,302,3.0,3.0,,INTR PROBABILITY,Introduction to Probability,"Basic notions of probability, random variables, expectation and conditional expectation, limit theorems. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar.)",2016S,,[3-0-0],UBC,U,PCNT,ACAD,"One of MATH 200, MATH 226, MATH 217, MATH 253, MATH 263.",,MATH302,,, 03/02/2016, 04/04/2016,2018W
STAT,305,3.0,3.0,,INT STAT INFERNC,Introduction to Statistical Inference,"Review of probability theory. Sampling distribution theory, large sample theory and methods of estimation and hypothesis testing, including maximum likelihood estimation, likelihood ratio testing and confidence interval construction.",2016S,,[3-0-1],UBC,U,PCNT,ACAD,"Either (a) one of STAT 200, BIOL 300, STAT 241, STAT 251, COMM 291, ECON 325, FRST 231, PSYC 218, PSYC 366 and one of MATH 302, STAT 302;  or (b) a score of 65% or higher in one of MATH 302, STAT 302. (The Department recommends that students meet the prerequisite through option (a). Note there is credit exclusion between MATH 302, STAT 302 and STAT 241, STAT 251.)",,,,, 03/02/2016, 04/04/2016,2018W
STAT,306,3.0,3.0,,RLTNSHIPS DATA,Finding Relationships in Data,"Modeling a response (output) variable as a function of several explanatory (input) variables:  multiple regression for a continuous response, logistic regression for a binary response, and log-linear models for count data.  Finding low-dimensional structure:  principal components analysis.  Cluster analysis.  (Consult the Credit Exclusion List within the Faculty of Science section in the Calendar).",2018S,,[3-0-1],UBC,U,PCNT,ACAD,"One of MATH 152, MATH 221, MATH 223 and one of STAT 200, STAT 241, STAT 251, STAT 300, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366 and one of MATH 302, STAT 302.",,,,, 11/01/2017, 02/13/2018,2018W
STAT,321,4.0,4.0,,STOCH SIGNAL&SYS,Stochastic Signals and Systems,"Stochastic behaviour of signals and systems (e.g., communication systems); discrete and continuous probability; random processes; modeling and identification of linear time-invariant systems; binary hypothesis testing and decision making.",2016S,,[3-0-2],UBC,U,PCNT,ACAD,"One of EECE 269, ELEC 221, STAT 305. (STAT 305 may be taken concurrently, with registration assistance from Statistics Student Services.)",,ELEC321,,, 03/02/2016, 04/04/2016,2018W
STAT,344,3.0,3.0,,SAMPLE SURVEYS,Sample Surveys,"Planning and practice of sample surveys. Random sampling, bias and variance, unequal probability sampling, systematic, multistage and stratified sampling, ratio and regression estimators, post-stratification, establishing a frame, pretesting, pilot studies, nonresponse and additional topics.",2018S,,[3-0-1],UBC,U,PCNT,ACAD,"One of STAT 200, STAT 241, STAT 251, BIOL 300, COMM 291, ECON 325, ECON 327, FRST 231, PSYC 218, PSYC 278, PSYC 366.","One of MATH 302, STAT 302.",,,, 11/01/2017, 02/13/2018,2018W
STAT,398,3.0,3.0,,COOP WK PLACE I,Co-operative Work Placement I,Work experience in an industrial research setting. Normally taken during Winter Session of third year. Restricted to students admitted to the Co-operative Education Program in Statistics.,1999W,,,UBC,U,PASS,ACAD, (Registration in Statistics Honours or Major Program.),,,,, 10/18/1996, 12/11/1996,2018W
STAT,399,3.0,3.0,,COOP WK PLACE II,Co-operative Work Placement II,Work experience in an industrial research setting. Normally taken during Summer Session following third year. Restricted to students admitted to the Co-operative Education Program in Statistics.,1999W,,,UBC,U,PASS,ACAD,STAT398,,,,, 10/18/1996, 12/11/1996,2018W
STAT,404,3.0,3.0,,DSGN&ANL EXPERMT,Design and Analysis of Experiments,"Theory and application of analysis of variance for standard experimental designs, including blocked, nested, factorial and split plot designs. Fixed and random effects, multiple comparisons, analysis of covariance. (Consult the Credit Exclusion list within the Faculty of Science section in the Calendar).",2004W,,[3-0-1],UBC,U,PCNT,ACAD,STAT305,STAT306,,,, 12/29/2003, 01/26/2004,2018W
STAT,406,3.0,3.0,,METHS STAT LEARN,Methods for Statistical Learning,"Flexible, data-adaptive methods for regression and classification models; regression smoothers; penalty methods; assessing accuracy of prediction; model selection; robustness; classification and regression trees; nearest-neighbour methods; neural networks; model averaging and ensembles; computational time and visualization for large data sets.",2015S,,[3-0-1],UBC,U,PCNT,ACAD,"One of STAT 306, CPSC 340.",,,,, 03/03/2015, 03/11/2015,2018W
STAT,443,3.0,3.0,,TIME SRS FORCAST,Time Series and Forecasting,"Trend and seasonality, autocorrelation, stationarity, stochastic models, exponential smoothing, Holt-Winters methods, Box-Jenkins approach, frequency domain analysis.",2012S,,[3-0-1],UBC,U,PCNT,ACAD,"One of MATH 302, MATH 318, STAT 302 and one of STAT 200, ECON 325.",STAT 305.,,,, 11/01/2011, 11/09/2011,2018W
STAT,447,2.0,6.0,c,SPECIAL TOPICS,Special Topics in Statistics,Students should consult the Statistics Department for the particular topics offered in a given year.,1991S,,,UBC,U,PCNT,ACAD,STAT305  (Permission of the instructor is required.),,,,, 12/01/1984, 01/01/1985,2018W
STAT,450,3.0,3.0,,CASE STUDIES,Case Studies in Statistics,"Readings and projects in areas of current statistical application including environmental science, industrial statistics, official statistics, actuarial statistics, and medical statistics.",1994S,,[3-0-1],UBC,U,PCNT,ACAD,STAT306,,,,, 11/03/1993, 01/19/1994,2018W
STAT,460,3.0,3.0,,STAT INFRNCE I,Statistical Inference I,"A detailed theoretical development. Statistical models, exponential families, sufficiency, completeness, and detailed properties of point estimation. Intended for Honours students.",2003W,,[3-0-0],UBC,U,PCNT,ACAD,MATH 320. (STAT 305 is recommended.),,,,, 02/26/2003, 03/27/2003,2018W
STAT,461,3.0,3.0,,STAT INFRNCE II,Statistical Inference II,"Detailed development of the theory of testing hypotheses and confidence regions, Bayesian models and inference, elements of decision theory and additional topics. Intended for Honours students.",1996W,,[3-0-0],UBC,U,PCNT,ACAD,STAT460,,,,, 10/22/1995, 12/13/1995,2018W
STAT,498,3.0,3.0,,COOP WK PLAC III,Co-operative Work Placement III,Work experience in an industrial research setting. Normally taken during Summer Session following fourth year. Restricted to students admitted to the Co-operative Education Program in Statistics.,1999W,,,UBC,U,PASS,ACAD,,,,,, 10/18/1996, 12/11/1996,2018W
STAT,499,3.0,3.0,,COOP WK PLACE IV,Co-operative Work Placement IV,Work experience in an industrial research setting. Normally taken during Term 1 of Winter Session of fifth year. Restricted to students admitted to the Co-operative Education Program in Statistics.,2012S,,,UBC,U,PASS,ACAD,,,,,, 11/01/2011, 11/09/2011,2018W
STAT,520,1.0,6.0,d,TPCS BAYESIAN AN,Topics in Bayesian Analysis and Decision Theory,,2000S,,,UBC,G,PCNT,ACAD,,,,,, 01/19/2000, 01/19/2000,2018W
STAT,521,1.0,6.0,d,FND MULTIVAR ANL,Topics in Multivariate Analysis,,2000S,,,UBC,G,PCNT,ACAD,,,,,, 01/19/2000, 01/19/2000,2018W
STAT,522,1.0,6.0,d,ASYMPTOTIC THRY,Topics in Asymptotic Theory and Statistical Inference,,2000S,,,UBC,G,PCNT,ACAD,,,,,, 01/19/2000, 01/19/2000,2018W
STAT,535,1.0,3.0,d,STATISTCAL COMPU,Statistical Computing,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,536,1.0,3.0,d,STAT THRY DSG&AN,Statistical Theory for the Design and Analysis of Clinical Studies,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,538,1.0,3.0,d,GEN LINEAR MODLS,Generalized Linear Models,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,540,1.0,3.0,d,STAT METH HD BIO,Statistical Methods for High Dimensional Biology,,2013S,,,UBC,G,PCNT,ACAD,,,"BIOF540, GSAT540",,, 10/30/2012, 11/23/2012,2018W
STAT,541,1.0,3.0,d,MULTIVRTE ANLYS,Applied Multivariate Analysis,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,545,1.0,3.0,d,DATA ANALYSIS,Exploratory Data Analysis,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,547,1.0,6.0,d,TOPICS IN STAT,Topics in Statistics,Students should consult the Statistics Department for the particular advanced topics offered in a given year.,2000W,,,UBC,G,PCNT,ACAD,,,,,, 01/19/2000, 01/19/2000,2018W
STAT,548,1.0,6.0,c,DIRECTED STUDIES,Directed Studies in Statistics,,2007W,,,UBC,G,PCNT,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,549,6.0,12.0,c,THESIS FOR MSTRS,Thesis for Master's Degree,,1991S,,,UBC,G,PCNT,ACAD,,,,,, 11/01/1983, 01/01/1984,2018W
STAT,550,3.0,3.0,,TECH STAT CONSLT,Techniques of Statistical Consulting,,2012S,,,UBC,G,PCNT,ACAD,,,,,, 11/01/2011, 11/04/2011,2018W
STAT,551,3.0,3.0,,STAT CONSLT PRAC,Statistical Consulting Practicum,,2007W,,,UBC,G,PASS,ACAD,,,,,, 03/20/2007, 03/20/2007,2018W
STAT,560,3.0,3.0,,,Statistical Theory I,Credit will not be given for both STAT 460 and STAT 560.,2000W,,[3-0-0],UBC,G,PCNT,ACAD,,,,,, 12/15/1999, 12/15/1999,2018W
STAT,561,3.0,3.0,,,Statistical Theory II,,2000W,,,UBC,G,PCNT,ACAD,,,,,, 12/15/1999, 12/15/1999,2018W
STAT,589,3.0,3.0,,,M.Sc. Project,,2000W,,,UBC,G,PCNT,ACAD,,,,,, 12/15/1999, 12/15/1999,2018W
STAT,599,3.0,3.0,,COOP WK PLMNT II,Co-operative Work Placement II,Restricted to students admitted to the Co-operative M.Sc. Education Program in Statistics.,2000W,,,UBC,G,PASS,ACAD,STAT 598.,,,,, 12/01/1999, 01/19/2000,2018W
STAT,649,0,0,,DOC DISSERTATION,Doctoral Dissertation,,2007W,,,UBC,G,PASS,ACAD,,,,,, 05/10/2007, 05/10/2007,2018W
STS,501,3.0,3.0,,STS PROSEMINAR,Proseminar in Science and Technology Studies,"Classic work in the history, philosophy, rhetoric, and sociology of science, and the development of a unified science and technology studies.  Required for all students in the STS Program.  This course is co-taught.",2011W,,,UBC,G,PCNT,ACAD, (Enrolment in STS Program or permssion of the STS Advisory Committee.),,,,, 08/09/2010, 05/18/2011,2018W
STS,502,3.0,3.0,,STS CORE SEMINAR,Core Seminar in Science and Technology Studies,"Thematizes the relations of historical, philosophical, literary, rhetorical, sociological, and anthropological approaches to science and technology.",2011W,,,UBC,G,PCNT,ACAD,STS  501.,,,,, 08/09/2010, 05/18/2011,2018W
STS,597,3.0,3.0,,STS MSTRS COLLOQ,Master's Colloquium in Science and Technology Studies,,2011W,,,UBC,G,PCNT,ACAD,,,,,, 08/09/2010, 05/18/2011,2018W
STS,598,3.0,6.0,d,STS PHD COLLOQ,Doctoral Colloquium in Science and Technology Studies,,2011W,,,UBC,G,PCNT,ACAD,,,,,, 08/09/2010, 05/18/2011,2018W
STS,599,12.0,12.0,,MASTER'S THESIS,Master's Thesis,,2011W,,,UBC,G,PASS,ACAD,,,,,, 08/09/2010, 05/18/2011,2018W
SURG,500,4.0,4.0,,SURGICAL RSRCH,Experimental Surgery,Lectures and seminars dealing with the selected application of surgical techniques in biological investigation.,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SURG,502,2.0,2.0,,SURGICAL CORE,Surgical Core - POS Series,The basic principles of surgery common to all branches of surgery.,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SURG,504,4.0,4.0,,ADV SURGERY 1,Advanced General Surgery I,Fundamental concepts in general surgery. Given in alternate years.,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SURG,505,4.0,4.0,,ADV SURGERY 2,Advanced General Surgery II,The second year of the above program. Given in alternate years.,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SURG,510,3.0,3.0,,SURG INTL HEALTH,Surgical Care in International Health,Online course. Foundation to international surgery. The discussion of the global burden of unmet surgical needs and a professional response in low and middle income regions of the world.,2009W,,,UBC,G,PCNT,ACAD,,,,,, 10/20/2008, 01/25/2009,2018W
SURG,512,3.0,3.0,,GLOBAL DISABILIT,Global Disability: A Surgical Care Mandate,Online course. Relationship of surgery to preventing and treating disabling impairments in lower income countries. Focus will be on sensory impairments (blindness and deafness) and physical impairment.,2012S,,,UBC,G,PCNT,ACAD,SURG 510.,,,,, 01/18/2012, 03/14/2012,2018W
SURG,514,3.0,3.0,,SURG DISAST RESP,Surgical Care in Humanitarian Disaster Response,Online course. Examines response to humanitarian disasters. Includes case models of surgical care responses and strategies to move from relief to recovery.,2013W,,,UBC,G,PCNT,ACAD,,,,,, 03/25/2013, 07/16/2013,2018W
SURG,548,2.0,4.0,c,SEM IN SURGERY,Seminar in Surgery,,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SURG,549,6.0,18.0,c,MASTERS THESIS,M.Sc. Thesis,,1991S,,,UBC,G,PCNT,ACAD,,,,,, 01/01/1970, 01/01/1970,2018W
SWED,100,3.0,3.0,,ELEM SWEDISH 1,Elementary Swedish I,,2013W,,,UBC,U,PCNT,ACAD,,,,,, 02/12/2013, 04/15/2013,2018W
SWED,110,3.0,3.0,,ELEM SWEDISH 2,Elementary Swedish II,,2013W,,,UBC,U,PCNT,ACAD,,,,,, 02/12/2013, 04/15/2013,2018W
SWED,200,3.0,3.0,,INT SWEDISH 1,Intermediate Swedish I,,2013W,,,UBC,U,PCNT,ACAD,,,,,, 02/12/2013, 04/15/2013,2018W
SWED,210,3.0,3.0,,INT SWEDISH 2,Intermediate Swedish II,,2013W,,,UBC,U,PCNT,ACAD,,,,,, 02/12/2013, 04/15/2013,2018W
THTR,120,3.0,3.0,,INTRO TO THEATRE,Introduction to Theatre,Theory and practice of the theatrical arts. Attendance at plays is required.,2005W,,,UBC,U,PCNT,ACAD,,,,,, 02/11/2005, 02/11/2005,2018W
THTR,130,3.0,3.0,,INTRO TO ACTING,Introduction to Stage Acting,,2014W,,,UBC,U,PCNT,ACAD,,,,,, 05/28/2014, 05/28/2014,2018W
THTR,150,1.0,3.0,d,INTRO TECH PROD,Introduction to Technical Production,Foundation study of production technologies for the performing arts.,2018W,,,UBC,U,PCNT,ACAD,,,,,, 12/14/2017, 02/12/2018,2018W
THTR,205,3.0,6.0,d,GRAPHICS: T&F D,Graphics for Theatre and Film Design,,2005W,,,UBC,U,PCNT,ACAD,,,,,, 05/02/2005, 05/02/2005,2018W
THTR,210,3.0,3.0,,DRAMA IDEAS I,Drama: Forms and Ideas I,"The Anatomy of Drama: Its history, aesthetic principles, performative potential.",2011W,,,UBC,U,PCNT,ACAD,,,,,, 05/03/2011, 05/12/2011,2018W
THTR,211,3.0,3.0,,DRAMA IDEAS II,Drama: Forms and Ideas II,Topics in comparative drama; drama and the other performing arts; dramaturgy.,2011W,,,UBC,U,PCNT,ACAD,,,,,, 05/03/2011, 05/12/2011,2018W
THTR,230,3.0,3.0,,PERF STUDY I,Performance Study I,Study of the actor's process.,2014W,,,UBC,U,PCNT,ACAD,,,,,, 05/23/2014, 05/23/2014,2018W
THTR,245,3.0,3.0,,PLAY-INTR&PROD,Play-Interpretation and Production-Analysis,Basic methods of interpreting dramatic texts and analyzing plays in performance. The plays presented on the Frederic Wood Stage will be studied in this course.,1996W,,,UBC,U,PCNT,ACAD,,,,,, 10/25/1995, 12/13/1995,2018W
THTR,250,3.0,3.0,,TECHNICL PROD,Technical Production,"The construction and execution of scenery, costumes, properties, lighting, and sound for the stage.",2014W,,,UBC,U,PCNT,ACAD,THTR 150.,,THTR254,,, 05/23/2014, 05/23/2014,2018W
THTR,271,3.0,3.0,,BGN BFA ACTING I,Beginning B.F.A. Acting I,Open only to B.F.A. Acting students. An audition is required.,2008W,,,UBC,U,PCNT,ACAD, (At least one theatre course.),,,,, 02/25/2008, 02/25/2008,2018W
THTR,272,3.0,3.0,,BGN BFA ACT II,Beginning B.F.A. Acting II,Open only to B.F.A. Acting students.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 02/25/2008, 02/25/2008,2018W
THTR,273,3.0,3.0,,BGN VOICE&MOVE,Beginning Voice and Movement I,Open only to B.F.A. Acting students. An audition is required.,2008W,,,UBC,U,PCNT,ACAD, (At least one theatre course.),,,,, 02/25/2008, 02/25/2008,2018W
THTR,274,3.0,3.0,d,BGN VOIC/MOVE II,Beginning Voice and Movement II,Open only to B.F.A. Acting students.,2008W,,,UBC,U,PCNT,ACAD,,,,,, 02/25/2008, 02/25/2008,2018W
THTR,299,3.0,6.0,d,PRODUCTION I,Production I,Assigned projects in theatre production.,2017S,,,UBC,U,PCNT,ACAD,,"One of THTR 205, THTR 250.",THTR251,,, 10/20/2016, 01/23/2017,2018W
THTR,301,3.0,6.0,d,DECOR DRESS,Styles of Decor and Dress,"Artistic, decorative, cultural, and social contexts of selected theatrical genres and periods.",2011W,,,UBC,U,PCNT,ACAD,,,,,, 02/10/2011, 05/17/2011,2018W
THTR,305,3.0,3.0,,SCENERY DSGN I,Scenery Design I,Principles and practice of scenery design for the performing arts.,2014W,,,UBC,U,PCNT,ACAD,THTR 205.,,,,, 05/23/2014, 05/23/2014,2018W
THTR,306,3.0,3.0,,COSTUME DSGN I,Costume Design I,Principles and practice of costume design for the performing arts.,2017S,,,UBC,U,PCNT,ACAD,,,,,, 10/20/2016, 01/23/2017,2018W
THTR,307,3.0,3.0,,LIGHTING DSGN I,Lighting Design I,"The optical, distribution, and control systems used in stage lighting design.",2014W,,,UBC,U,PCNT,ACAD,,,,,, 05/23/2014, 05/23/2014,2018W
THTR,308,3.0,3.0,,SOUND DESIGN,Sound Design,Audio design and production for theatre and other performance forms.,2004W,,,UBC,U,PCNT,ACAD,,,,,, 01/06/2004, 01/06/2004,2018W
THTR,310,3.0,3.0,,DRAMA PERFORM,Theory of Drama Performance,The basic principles of dramaturgy and theory of performance. Historical and contemporary writing on dramatic theory and criticism and their relation to theatrical practice.,2011W,,,UBC,U,PCNT,ACAD,,,,,, 05/03/2011, 05/12/2011,2018W
THTR,317,3.0,3.0,,INTRO TO DRCTING,Introduction to Directing,,2014W,,,UBC,U,PCNT,ACAD,"One of THTR 130, THTR 230 and THTR 299.","One of THTR 299, THTR 399.",,"THTR 317, THTR 417 equivalent to THTR 400.",, 05/15/2014, 05/15/2014,2018W
